,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,un_pmra,un_pmdec,zero_point,un_plx,gmm_prob
25756,1636148068921376768,Gaia DR3 2076583397335299584,2076583397335299584,392907420,2016.0,295.31302699425544,0.009215778,40.352313899476826,0.010703874,0.6989895259882842,0.010743469,62.367985,3.880389,1.959003998903738,0.011853865,-3.349585301256046,0.0133367805,0.12144046,0.04876457,-0.18457302,-0.21678413,0.049694385,-0.22021659,-0.3538443,-0.11315022,-0.027797835,0.09999941,377,9,377,0,-0.69338644,354.65414,0.0,0.0,31,False,1.4574851,,,,,,,,45,28,0.019551346,51,23,0,0.009957559,25.279158,0,0,0.97379893,,,,,,,,,False,391,87536.4838688286,9.976066,8774.65,13.331894,48,37781.91755522764,21.202162,1781.9843,13.895332,47,70850.00722668537,32.253334,2196.6724,12.6220455,1.2409903,0.0,0.0,0.0,0.0,0.0,1.2732868,0.5634384,0.7098484,-17.891468,1.2354647,2.0,16.0,7.0,13.0,13.120959,,,713.53937,,5000.0,3.0,0.25,222.0,,,,12.281619,0.057851534,9.0,,NOT_AVAILABLE,74.12059087513657,8.567935278744052,311.02479694385096,60.23720476488923,False,False,0,True,True,False,False,False,False,True,False,1.02169236e-13,5.103302e-13,0.99998546,,,,,,,,,,,,,,,,,,,,,,,0.6050965187734912,0.39816213950422163,-0.028941,1.536999997934171,5.566386350030872e-89
25779,1636148068921376768,Gaia DR3 2076583191176842880,2076583191176842880,248032831,2016.0,295.2792663854805,0.013729204,40.34286460527436,0.0150058875,0.38768168650815327,0.016166318,22.306358,4.753381,-2.8819935993115324,0.017817438,-3.780045034594548,0.01875605,0.09893468,0.057835877,-0.2014718,-0.12537956,0.17086987,-0.15188037,-0.2600326,-0.20410451,-0.07117916,0.08675846,416,0,415,1,0.24228373,428.68744,0.0,1.9850583e-15,31,False,1.5443841,,,,,,,,49,28,0.02729635,55,24,0,0.0080135325,10.8320465,0,0,1.0076576,0.14506161,0.06246919,0.1390704,0.12821679,-72.15239,-82.74764,24.485956,-22.461407,False,428,25650.556434395145,5.329042,4813.3525,14.664625,49,13478.952612031526,11.167881,1206.9391,15.014401,46,17426.4490132052,13.813785,1261.526,14.144874,1.2048628,1.0,1.0,0.0,0.0,0.0,0.8695278,0.34977627,0.51975155,9.20271,5.1933575,2.0,23.0,9.0,18.0,4.102149,,,885.86456,,6000.0,4.0,-0.25,222.0,,,,13.901352,0.108947106,15.0,,NOT_AVAILABLE,74.09978108098787,8.586043468343274,310.969580243596,60.23713647196052,False,False,0,True,True,False,False,False,True,True,False,1.02382085e-13,5.113934e-13,0.9999644,6130.957,6119.259,6143.0757,3.9063,3.876,3.9361,-0.0041,-0.0109,0.0042,2089.5344,2009.8251,2175.7478,0.4347,0.4273,0.4416,0.3673,0.361,0.3733,0.1977,0.1942,0.2009,MARCS,0.6182330871330296,0.49618588742585695,-0.02707,4.169997852003259,0.9991320994482313
25880,1636148068921376768,Gaia DR3 2076583362975556736,2076583362975556736,1252979456,2016.0,295.3084033067271,0.034625556,40.34976413672238,0.031718776,0.5257137863336742,0.037702516,13.20654,3.6127927,1.5725941881427563,0.04405374,-3.2525709949009896,0.04123454,-0.048328057,-0.045156702,-0.20694506,-0.087111995,0.14603359,-0.110099316,-0.30772582,-0.23645788,-0.03789089,-0.06269795,396,0,312,84,27.395107,1621.2065,0.3531414,63.56022,31,False,1.5438373,,,,,,,,39,24,0.062269717,53,23,0,0.07697928,101.31392,29,0,2.2879543,0.11767377,0.13963197,0.1213582,0.3179445,-80.090836,21.891558,21.009224,-32.84495,False,321,52665.05234081364,35.204422,1495.9783,13.88356,49,37327.35776752833,184.86366,201.9183,13.908474,43,47767.66480681531,158.90714,300.60114,13.05006,1.6157779,0.0,49.0,0.0,43.0,0.0,0.8584137,0.024913788,0.8334999,-8.358926,4.6777925,2.0,5.0,3.0,5.0,4.2679725,,,687.8617,,5750.0,4.0,0.0,222.0,,,,,,,,NOT_AVAILABLE,74.1166246667676,8.569815703076946,311.01636870159507,60.23601640634939,False,False,0,True,True,False,False,False,False,True,False,7.470231e-09,1.5665709e-09,0.9999591,,,,,,,,,,,,,,,,,,,,,,,2.8013419057606814,1.2677521894108634,-0.027794,7.1716810515731755,2.2772681578794134e-62
25906,1636148068921376768,Gaia DR3 2076583397335297920,2076583397335297920,595385650,2016.0,295.3113908405177,0.012017242,40.35170473602093,0.0141257355,0.3975669364571878,0.014494044,25.45328,4.2588763,0.9419787907543888,0.015260793,-4.153396763380932,0.017821772,0.0591862,0.08734733,-0.08315997,-0.16253005,0.059647806,-0.15824011,-0.29918572,-0.117905304,-0.056384552,0.032161787,385,0,385,0,-0.96013224,353.15564,0.0,0.0,31,False,1.4366972,,,,,,,,45,28,0.025333215,52,23,0,0.009954846,18.659212,0,0,0.9645085,0.22245285,0.12019197,0.16384624,0.07787658,-76.17248,81.79664,31.73337,-22.820692,False,403,35576.41141919957,6.1068106,5825.6943,14.309462,50,14522.24941778669,17.613224,824.5083,14.933457,48,30159.49964393289,30.3112,994.99524,13.5493355,1.2559375,0.0,0.0,0.0,1.0,0.0,1.3841219,0.6239958,0.7601261,-56.67742,2.5253263,2.0,18.0,4.0,13.0,7.090285,,,713.53937,,5000.0,3.0,0.5,222.0,,,,13.1875105,0.08102893,14.0,,NOT_AVAILABLE,74.1194478859288,8.568740492330841,311.0220167479953,60.237059646640425,False,False,0,True,True,False,False,False,True,True,False,1.0212083e-13,5.1008845e-13,0.9999902,4798.1826,4791.899,4804.3687,3.1237,3.0971,3.153,0.0998,0.0774,0.1185,2277.8838,2208.8892,2341.4011,0.5801,0.5737,0.5872,0.4482,0.4431,0.4538,0.2354,0.2327,0.2384,MARCS,1.6200781960046373,0.4290890809452259,-0.028646,3.6456864670789333,2.7622606218341835e-58
25941,1636148068921376768,Gaia DR3 2076583431695054720,2076583431695054720,1570317993,2016.0,295.32763226646324,0.009149715,40.36583760997458,0.01091043,0.3787096541427676,0.011129398,32.847836,19.35431,-8.519108193049213,0.011824445,-17.378552060586706,0.013489762,0.047616553,-0.00023508654,-0.11574429,-0.1485745,0.14536092,-0.16622923,-0.35154116,-0.19524023,-0.068615414,0.02202775,386,343,385,1,-0.7641989,551.4471,0.059249934,3.4312437,31,False,1.4670353,,,,,,,,46,27,0.01933407,52,24,0,0.012462594,30.093937,1,0,0.97153914,,,,,,,,,False,395,139643.52565743428,128.93076,1083.0894,12.824815,46,61215.191154576605,194.18832,315.2362,13.371394,46,112103.38029938344,278.4917,402.5376,12.123849,1.24115,0.0,0.0,0.0,0.0,0.0,1.2475452,0.54657936,0.7009659,-199.15874,3.661478,1.0,20.0,9.0,18.0,20.827614,9.867876,0.0,856.9427,55.88675,5250.0,2.0,0.0,222.0,,,,11.820978,0.022173323,11.0,,VARIABLE,74.13798007339312,8.564607311286185,311.055199980567,60.24609477899416,False,False,0,True,True,False,True,False,False,True,False,1.025089e-13,5.1202684e-13,0.99995184,,,,,,,,,,,,,,,,,,,,,,,0.13879909413109262,0.07762304910656971,-0.013133,2.938767965974375,0.0
25961,1636148068921376768,Gaia DR3 2076583466054814208,2076583466054814208,428019057,2016.0,295.3502026692766,0.009870279,40.37788607533683,0.011560224,0.3318987548192638,0.012000304,25.250341,10.764575,-2.5055246496064165,0.013081855,-10.468926749669624,0.015365788,0.07598562,0.06791855,-0.07994044,-0.16263248,0.06748576,-0.15278718,-0.2688399,-0.15707354,-0.098546825,0.028258607,388,0,386,2,-1.5870318,334.538,0.0,0.0,31,False,1.4426316,,,,,,,,46,28,0.021702677,54,24,0,0.010029654,34.32486,0,1,0.94220454,0.18571872,0.13132884,0.17397155,0.10713248,-71.72664,87.7638,34.262928,-15.390885,False,393,62246.39272557636,8.154648,7633.241,13.702082,45,25712.05920877835,21.549252,1193.1764,14.3132,44,52085.26554460349,19.76924,2634.662,12.956108,1.2498287,0.0,1.0,0.0,0.0,0.0,1.3570919,0.6111183,0.7459736,-15.540657,1.4746747,2.0,20.0,7.0,16.0,12.018776,,,798.63696,,5000.0,2.5,0.25,222.0,,,,12.644985,0.033227496,13.0,,NOT_AVAILABLE,74.15698645375487,8.55524738493911,311.09607825758053,60.25151304292465,False,False,0,True,True,False,False,False,False,True,False,1.0207138e-13,5.098414e-13,0.9999951,,,,,,,,,,,,,,,,,,,,,,,0.5221203871235104,0.14677519833143268,-0.028887,3.6156520100639704,7.851573504666206e-81
25998,1636148068921376768,Gaia DR3 2076583534763920896,2076583534763920896,80655592,2016.0,295.3321158691123,0.008811539,40.39336912529068,0.010285903,0.3927009286560877,0.010709844,34.18938,4.9021587,-2.9145082831680957,0.0112780705,-3.941674842658345,0.013133101,0.06266523,-0.015109788,-0.12847646,-0.09870103,0.03572212,-0.09818433,-0.27198648,-0.13759139,0.03023064,0.034727443,407,407,405,2,-3.2846038,687.2264,0.076087624,7.608754,31,False,1.3739396,,,,,,,,47,29,0.018531477,53,33,0,0.0040342906,90.80525,0,0,0.8853489,,,,,,,,,True,412,817342.0186321483,184.13509,4438.8174,10.906358,43,267756.3262049495,251.30664,1065.4567,11.769193,42,792814.9076501512,325.02982,2439.2068,9.999966,1.2975856,0.0,43.0,0.0,42.0,0.0,1.769227,0.86283493,0.9063921,1.3595802,0.18902278,1.0,15.0,4.0,12.0,79.95655,0.14355558,0.27590704,814.40216,1.5194374,4000.0,1.5,0.0,222.0,9.795673,1.4601996,9.0,9.62936,0.00723029,9.0,,NOT_AVAILABLE,74.1640962326705,8.57474342048862,311.0807050308161,60.27078399382209,False,False,0,True,True,False,False,False,False,True,False,1.02076076e-13,5.098649e-13,0.9999947,,,,,,,,,,,,,,,,,,,,,,,0.38696306217873017,0.33318580360481415,-0.026538,2.7272265529525312,0.998630359304181
26072,1636148068921376768,Gaia DR3 2076583603493729664,2076583603493729664,1003284049,2016.0,295.3021909079514,0.015114712,40.3641472001029,0.019082708,0.7257528185192148,0.01878742,37.160923,18.517183,-7.820996581736516,0.020147841,-16.784459220129406,0.026079016,0.099671,0.055202313,-0.18460087,-0.12287706,0.08477198,-0.12158941,-0.3943366,-0.140064,0.07031464,0.031161053,332,0,329,3,1.1429579,362.4355,0.039568376,0.51241606,31,False,1.499172,,,,,,,,40,25,0.037164435,48,21,0,0.010225537,23.762358,0,2,1.04419,0.14567092,0.14696312,0.15375158,0.17053282,-71.6938,89.85965,26.477045,-23.334045,False,348,25344.12066715856,4.967472,5102.0156,14.677673,42,12104.592350466815,16.34407,740.61066,15.131166,40,18782.37476250137,17.428364,1077.6901,14.0635195,1.2187034,0.0,0.0,0.0,1.0,0.0,1.067647,0.45349312,0.61415386,-33.806633,8.257945,2.0,16.0,3.0,12.0,3.860601,,,756.15393,,5500.0,4.0,0.25,222.0,,,,13.896502,0.22222431,14.0,,NOT_AVAILABLE,74.1271251600724,8.580837246955744,311.01733539939494,60.25115090680542,False,False,0,True,True,False,False,False,False,True,False,1.02441425e-13,5.116899e-13,0.9999585,,,,,,,,,,,,,,,,,,,,,,,0.25761219544640845,0.155375968078398,-0.027595,2.5886802669719966,5.8208081637e-314
26125,1636148068921376768,Gaia DR3 2076583672213212928,2076583672213212928,1297356086,2016.0,295.2952041263405,0.008182445,40.384679759288026,0.00961043,0.5533334237234765,0.009563055,56.082645,2.2151077,0.1136877206215677,0.010533336,2.2121882092392324,0.012340759,0.12830767,0.05943337,-0.17479861,-0.22906215,0.08838506,-0.22012149,-0.35428953,-0.117331445,-0.031419713,0.049249325,385,385,385,0,-2.0986261,549.1601,0.048470993,3.102979,31,False,1.4575814,,,,,,,,45,28,0.017789556,52,24,0,0.0076823425,38.570312,0,0,0.9239945,,,,,,,,,False,391,281735.83602926705,62.565792,4503.033,12.062761,44,121933.64755452634,116.9867,1042.2864,12.623233,44,227053.48152751624,136.0279,1669.1686,11.357575,1.2387034,0.0,1.0,0.0,0.0,0.0,1.2656574,0.56047153,0.7051859,-43.092823,0.38560793,1.0,23.0,9.0,16.0,40.81618,-0.5574801,0.59845006,815.8122,5.481003,5000.0,3.0,0.25,222.0,9.548911,3.9676585,14.0,11.089769,0.01428777,14.0,39.274937,NOT_AVAILABLE,74.14280966286641,8.595307888055336,311.02143943310705,60.27226424496399,False,False,0,True,True,True,False,False,True,True,False,1.0214253e-13,5.1019676e-13,0.99998814,4628.1523,4589.2954,4636.9517,2.4115,2.3322,2.436,-0.2073,-0.214,-0.2029,1980.4902,1929.0411,2157.3257,0.1211,0.0722,0.1313,0.0939,0.0559,0.1018,0.0493,0.0293,0.0535,MARCS,9.265148375225426,0.5578530320548072,-0.017012,1.7282626694857048,3.945020455278511e-79
26178,1636148068921376768,Gaia DR3 2076583775292438912,2076583775292438912,1694131344,2016.0,295.2983947594488,0.009421006,40.399579328127686,0.012037565,0.41052764288419985,0.011404895,35.005463,4.270868,2.158346892011905,0.012578794,-3.685356508143857,0.015755286,0.12387163,0.029295115,-0.11834303,-0.18988673,0.04506651,-0.1948989,-0.45004115,-0.09679839,0.08403552,0.1024287,368,300,368,0,-0.3718117,519.23535,0.06499089,4.186869,31,False,1.4272176,,,,,,,,44,27,0.022973718,52,24,0,0.007891102,35.305004,0,0,0.98531866,,,,,,,,,False,382,138869.85220088574,20.283281,6846.518,12.830847,47,54836.15772307898,37.390465,1466.5813,13.490874,46,120206.8049549979,40.23845,2987.3618,12.048073,1.2604821,0.0,0.0,0.0,0.0,0.0,1.4428015,0.6600275,0.782774,-63.883503,0.53396726,1.0,24.0,6.0,17.0,28.28778,0.04459804,0.28674644,916.60095,8.06921,4750.0,2.0,0.25,222.0,9.757888,6.127045,8.0,11.745388,0.02160585,18.0,,NOT_AVAILABLE,74.15722690503003,8.600276893849145,311.0363472113254,60.28542767902259,False,False,0,True,True,False,False,False,False,True,False,1.0206229e-13,5.0979604e-13,0.999996,,,,,,,,,,,,,,,,,,,,,,,0.5827976052669951,0.42751049905712396,-0.011294,2.7781064680258454,1.1552329205664091e-93
26181,1636148068921376768,Gaia DR3 2076583775295604736,2076583775295604736,349492301,2016.0,295.3035162798668,0.019379618,40.391379304972695,0.022782886,0.4468704887217033,0.023437452,17.846928,7.7190995,-3.293609088590544,0.024604715,-6.981162756274101,0.028952312,0.017128382,-0.04426981,-0.135043,-0.107631974,0.1111317,-0.1169849,-0.3135713,-0.09119471,0.039416198,0.052490056,400,400,399,1,-2.635064,3277.0017,0.25933412,88.99876,95,False,,1.2913153,0.0063049686,0.038892504,0.10497137,0.045807607,-0.0057726656,-0.10958521,46,29,0.041164927,52,52,0,0.006067953,97.08619,0,0,0.9066774,,,,,,,,,False,413,1647406.076174378,1254.8301,1312.8519,10.145365,46,386977.6387915581,897.2141,431.31024,11.369328,45,1890408.577538442,1864.5491,1013.869,9.056506,1.3824073,0.0,0.0,0.0,0.0,0.0,2.3128214,1.2239628,1.0888586,-22.292551,0.17962904,1.0,19.0,8.0,13.0,160.2467,2.9539547,3.309e-06,815.8122,1.4233685,4000.0,3.0,0.0,333.0,10.377885,0.9548905,8.0,8.579158,0.0065002497,8.0,,NOT_AVAILABLE,74.15181873486574,8.592937994251855,311.03806600477145,60.27638731438173,False,False,0,True,True,False,False,False,False,True,False,1.0377799e-13,5.1836584e-13,0.9998262,,,,,,,,,,,,,,,,,,,,,,,0.7470441797490078,0.4147204844061258,-0.028584,5.2447974506090285,5.903815467758866e-16
26227,1636148068921376768,Gaia DR3 2076583809652199168,2076583809652199168,1211673823,2016.0,295.3159130732656,0.0143232,40.41887758383678,0.015666943,0.8315644884966432,0.016606078,48.431152,13.966443,-5.418076073161565,0.018709157,-12.87268378098627,0.0205914,0.08478263,0.115563646,-0.14758618,-0.16574092,0.07939239,-0.16123037,-0.28309226,-0.050106995,-0.06807426,0.071252,371,0,370,1,-0.97715306,347.2073,0.0,0.0,31,False,1.5287089,,,,,,,,44,28,0.029518321,51,24,0,0.008515276,38.09792,0,0,0.9631508,0.0984024,0.06569571,0.121805966,0.10390903,-73.27033,-87.18534,33.503033,-24.197586,False,378,27723.939062275796,5.31894,5212.305,14.58023,49,14105.325381872804,17.60913,801.0234,14.965084,45,19384.33792101995,9.587829,2021.7651,14.029268,1.2079692,0.0,2.0,0.0,0.0,0.0,0.9358158,0.38485432,0.5509615,-12.445716,9.120213,2.0,17.0,5.0,14.0,4.2235603,,,916.60095,,5500.0,4.5,-0.5,222.0,,,,13.777433,0.16046861,13.0,,NOT_AVAILABLE,74.1808158568533,8.597756267387094,311.0749905434707,60.29897765033586,False,False,0,True,True,False,False,False,True,True,False,1.0263468e-13,5.126551e-13,0.9999394,5378.3286,5345.634,5403.5435,4.2164,4.197,4.2282,-0.2996,-0.3298,-0.2716,1143.2764,1121.8385,1179.1285,0.0815,0.0596,0.098,0.0671,0.0489,0.0807,0.0359,0.0262,0.0433,MARCS,0.3453099725320542,0.1599619811248276,-0.027313,1.9969681521659919,1.1695515287674239e-181
26258,1636148068921376768,Gaia DR3 2076387340673114368,2076387340673114368,848770314,2016.0,295.78741420244546,0.010116905,40.31853862236899,0.012160894,0.44029051033392363,0.013131805,31.32696,4.122689,-2.2874134740577285,0.01330066,-3.429912584767636,0.015603185,-0.064319566,0.057248,-0.0035059203,-0.06199947,0.20396136,-0.08636966,-0.035227813,-0.16524214,-0.15300295,-0.008926273,340,0,339,1,0.23400617,336.55142,0.0,0.0,31,False,1.4463507,,,,,,,,40,25,0.021639977,42,17,0,0.015368953,134.08456,0,0,1.0080668,0.253307,0.1979611,0.08953527,0.1727766,-67.96873,77.21513,-2.365419,-22.664913,False,342,65071.698466440284,9.199963,7073.0396,13.653887,40,27169.532760999096,23.255507,1168.3053,14.253337,39,54112.80602456839,25.782753,2098.7986,12.914645,1.2491196,0.0,1.0,0.0,0.0,0.0,1.3386917,0.5994501,0.7392416,-39.500755,1.6889473,2.0,15.0,6.0,12.0,9.780744,,,826.3822,,4750.0,3.0,-0.5,222.0,,,,12.636333,0.034804154,9.0,,NOT_AVAILABLE,74.26581767140337,8.234375820739258,311.6835545079382,60.08082382316208,False,False,0,True,True,False,False,False,True,True,False,1.0206453e-13,5.098072e-13,0.9999958,5071.9775,5066.509,5078.2544,2.9261,2.9169,2.9358,-0.1622,-0.1642,-0.1605,2741.9563,2713.7131,2768.3267,0.7641,0.7593,0.7697,0.5995,0.5956,0.604,0.319,0.3168,0.3215,MARCS,0.5814716119690185,0.4549149465002199,-0.028911,2.9825319174016767,1.5756224584999445e-10
26363,1636148068921376768,Gaia DR3 2076583912731423744,2076583912731423744,1676560407,2016.0,295.38743776934274,0.013510783,40.358950267522346,0.015597174,0.5763131220124419,0.015767645,34.83641,2.8416753,-1.7743508942061368,0.017819049,-2.2196390117365485,0.019263903,0.052069943,-0.07684001,-0.10562292,-0.13983868,0.022779878,-0.15003636,-0.35910937,-0.0941948,-0.029473566,0.047603007,395,0,394,1,1.2354406,435.45416,0.0,0.0,31,False,1.5559688,,,,,,,,48,29,0.02779101,52,24,0,0.007379681,42.22898,0,0,1.0437487,0.16522636,0.086760245,0.119306915,0.027452495,-104.64992,72.97937,39.051968,-37.501137,False,399,27933.681689591394,5.7082286,4893.5815,14.572046,47,14995.72935805465,12.134144,1235.8292,14.898623,42,18537.716611056112,12.627248,1468.0726,14.077755,1.2004664,0.0,0.0,0.0,0.0,0.0,0.8208685,0.3265772,0.4942913,-23.505245,3.9093125,2.0,18.0,5.0,15.0,4.0277615,,,916.67505,,6000.0,4.5,0.0,222.0,,,,13.88677,0.15851618,14.0,,NOT_AVAILABLE,74.15386295492632,8.521279192309608,311.13665800135993,60.22398843792472,False,False,0,True,True,False,False,False,True,True,False,1.0238198e-13,5.1139285e-13,0.9999644,5936.7383,5915.4194,5959.645,4.0968,4.0825,4.1104,-0.3362,-0.3592,-0.3146,1605.3994,1568.15,1646.0854,0.2152,0.2014,0.229,0.1819,0.1703,0.1937,0.0982,0.0919,0.1046,MARCS,1.0042573347912915,0.8678845027565434,-0.027025,2.7359510650981838,1.25747845432071e-15
26459,1636148068921376768,Gaia DR3 2076584050170391552,2076584050170391552,1385072239,2016.0,295.4086161997552,0.01614085,40.36584729192344,0.018924138,0.1285353660307533,0.019125907,5.1866493,5.519129,-2.7500336468083404,0.021800252,-4.785195908329083,0.023272203,0.06951677,0.022113679,-0.087309845,-0.12308765,0.06178049,-0.12000157,-0.30993608,0.018697683,-0.08505774,0.019309841,373,0,370,3,-0.92580074,343.73077,0.0,0.0,31,False,1.3983794,,,,,,,,44,29,0.033144113,48,21,0,0.0061367066,32.437935,0,0,0.9650284,0.20017147,0.11222822,0.08726244,0.027775193,-82.66898,84.47551,48.4317,-10.299847,False,378,18876.142004893463,4.6449046,4063.8384,14.997583,46,6792.730794301283,9.927466,684.2361,15.758431,44,17334.87388974891,13.869098,1249.892,14.150594,1.2782063,0.0,1.0,0.0,0.0,0.0,1.6078377,0.76084805,0.84698963,-48.534275,4.1003942,2.0,19.0,9.0,16.0,4.089785,,,916.67505,,4500.0,2.5,-0.25,222.0,,,,13.892604,0.11166046,11.0,,NOT_AVAILABLE,74.16778612208394,8.510399200386932,311.1719466420185,60.22492173489056,False,False,0,True,True,False,False,False,True,True,False,1.020579e-13,5.09777e-13,0.9999964,4598.0386,4589.0938,4606.558,2.7551,2.7363,2.7704,0.1046,0.1025,0.106,3758.3374,3696.975,3836.3152,0.781,0.7698,0.7918,0.5843,0.5758,0.5927,0.3058,0.3012,0.3102,PHOENIX,0.7927267371910571,0.4863375177491176,-0.029336,14.879879048560026,3.369879274772971e-30
26461,1636148068921376768,Gaia DR3 2076584050170398080,2076584050170398080,207796997,2016.0,295.4091477011337,0.009506417,40.380921971841474,0.011280884,0.3206452835621871,0.011381672,25.587215,11.602262,-5.475527726461772,0.012363204,-10.228932421398696,0.014056007,0.0017650941,0.03138913,-0.05605429,-0.13458245,0.035857946,-0.12286975,-0.31613845,-0.08937962,-0.11589823,-0.05712506,405,0,402,3,2.0262854,444.31235,0.039624162,1.2238915,31,False,1.4184725,,,,,,,,48,29,0.01998249,52,23,0,0.0028520292,38.18431,1,0,1.0719059,0.22184141,0.14542404,0.07262928,0.027778007,-90.6408,73.85604,40.094273,-19.583256,False,401,75008.62816046139,9.812417,7644.256,13.499589,49,28849.814173836843,21.20291,1360.6536,14.188185,51,65845.52607531675,23.1264,2847.2017,12.70158,1.2624593,0.0,0.0,0.0,0.0,0.0,1.4866047,0.6885958,0.7980089,-23.678543,1.1155777,2.0,20.0,3.0,16.0,15.28254,,,858.36926,,4250.0,1.0,-0.5,111.0,,,,12.384329,0.042972762,17.0,,NOT_AVAILABLE,74.18137102102948,8.517247955763631,311.1831500816229,60.23893849817247,False,False,0,True,True,False,False,False,True,True,False,1.0205361e-13,5.0975267e-13,0.99999696,4382.5703,4294.8467,4408.4985,2.0558,1.9024,2.1124,-0.3061,-0.3144,-0.3025,3721.7312,3518.9758,4333.225,0.3161,0.1856,0.351,0.2376,0.1388,0.2642,0.1249,0.0728,0.1389,PHOENIX,0.2257901816522984,0.1374142131450116,-0.02942,3.549614662519306,6.158036385552875e-67
26481,1636148068921376768,Gaia DR3 2076584084530142208,2076584084530142208,524952186,2016.0,295.4169207196867,0.0077695725,40.38498398087715,0.009139287,0.298527837953175,0.009334307,31.470663,5.509808,-2.5707814886101144,0.010231049,-4.8733016889024565,0.011702829,-0.0004981276,0.0010327566,-0.042260926,-0.14328007,0.06515425,-0.13043773,-0.3060549,-0.100399405,-0.120589465,-0.079046525,417,417,416,1,0.6053917,594.5734,0.052191306,3.8025634,31,True,1.4003776,,,,,,,,49,29,0.016636165,53,23,0,0.005413619,69.3604,0,0,1.020373,,,,,,,,,False,413,238432.07585332225,39.617588,6018.339,12.243956,52,86758.47686003165,50.96495,1702.3165,12.992763,50,216479.6015049785,74.91695,2889.5945,11.409353,1.2718006,0.0,1.0,0.0,0.0,0.0,1.5834093,0.74880695,0.83460236,19.801949,0.36211318,1.0,24.0,6.0,19.0,44.738323,1.7137464,0.07594556,916.67505,5.6040993,4250.0,1.5,-0.25,222.0,,,,11.049742,0.033977456,18.0,43.929573,NOT_AVAILABLE,74.18784021884771,8.513988397689808,311.1971652862418,60.240716527985946,False,False,0,True,True,True,False,False,False,True,False,1.02058356e-13,5.0977636e-13,0.9999964,4178.187,4110.0967,4196.5454,1.3266,1.2312,1.3515,-0.4128,-0.4135,-0.4112,4712.5312,4599.3643,5181.8027,0.2735,0.1509,0.3003,0.202,0.111,0.2222,0.106,0.0582,0.1166,PHOENIX,0.3979742753450193,0.240141689291468,-0.004771,3.1267794199695755,1.6221052284420748e-06
