ID,TENTATIVE_TYPE,KIC,KIC_STATUS,NEW DETECTION,NAME,GAIA_ID,LITERATURE,MEMBER,VAR,VAR_REF,CMD,PERIOD,Q_PHASED,PHASED_LC,FT,COORDINATES,RA,DEC,DIST,Peph,Teph,EPH,GAIA_DR3_RV,GAIA_DR3_RV_ERR,LINK,FREQUENCY,PLX,PLXERR,PMRA,PMRAERR,PMDEC,PMDECERR,BP_RP,BPRP_EXCESS,GMAG,J_M,H_M,K_M,I_ROSVIK,IERR_ROSVIK,Vmag,e_Vmag,U_B,e_U_B,B_V,e_B_V,V_Milliman,VI_Miliiman,g,gerr,r,rerr,i,ierr,z,zerr,y,yerr,NOTES,USED_SPEC,Teff,logg,Rv,Fe/H,PETERS fits,NOT,APOGEE,LAMOST6_id,HECTOSPEC,APO35,XT_Teff,XT_Tefferr,XT_logg,XT_loggerr,XT_Rv,XT_Rverr,[M/H],XT_class,WOCS_XXIV,WOCS_LX,CLASS,TEFF,DR2_TEFF,DR2_LOGG,DR2_RV,DR2_RVERR,RV_HOLE,RV_HOLE_ER,RV_LEE,RV_LEE_ER,RV_PLASTIAS,RV_PLASTIAS_ER,RV_MILLIMAN,RV_MILLIMAN_ER,RV_GAO,RV_GAO_ER,RV_PROB,P5D-PM-POS-PLX,P4D-PM-POS,P3D-PM-PLX,P5D_nf,P4D_nf,P3D_nf,REF
101,Pulsating,5112481,15lc,,KIC5112481,Gaia DR3 2076581713708596352,,cluster,solar-like,Hanberg17,MSTO,2.438429651,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_101.png,,,19 41 13.12 +40 14 57.77,295.3046667,40.24938006,,,,,-13.315902,22.013409,http://aladin.u-strasbg.fr/AladinLite/?target=295.3046667%2040.24938006,0.4101,0.4037415801,0.017090008,-2.815172879,0.01815019,-3.767100871,0.02208371,0.96767426,1.4998018,14.238785,9.082,8.365,8.145,null,null,,,,,,,,,12.685,,11.508,,10.928,,10.545,,10.343,,solar like,APOGEE,4152(69),1.66(8),-1.664(80),0.000(25),,,http://skyserver.sdss.org/dr12/en/tools/explore/summary.aspx?apid=2M19411319+4014567,,,,,,,,,,,,11007,11007,K4,nan,,,,,3.41,0.28,-1.7,1.3,,,3.42,0.28,,,0.8453310104,0.9888580767,0.9694643296,0.9852404489,0.9888580767,0.9694643296,0.9852404489,
102,Rotational,5112420,nodata,new detection,GAIA DR2 2076487872957580544,Gaia DR3 2076487872957580544,,field,rotating,NEW,MS,10.135199,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_102.png,https://drive.google.com/file/d/1K1AjIHR2_WyU0_ODWdaL_0XGcmJVxx-m/view?usp=sharing,https://drive.google.com/file/d/1YzZG7acNrKvFD5WPCAfGrbccdvFhisSB/view?usp=sharing,19 41 10.92 +40 14 2.23,295.2954837,40.23395206,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2954837%2040.23395206,0.09866604494,0.104197794,0.09745257,1.619569117,0.11626035,-2.179991683,0.11903261,1.3093872,1.2515248,18.164719,16.451,15.983,16.149,15.6949,0.0329220291,18.59,0.008,0.707,0.082,1.004,0.017,,,18.8797,0.0132,18.1701,0.0059,17.8343,0.0087,17.6767,0.0153,17.5573,0.011,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,3.55E-212,,4.33E-218,3.55E-212,3.03E-213,
104,Binary,5112097,nodata,new detection,GAIA DR2 2076487533659553024,Gaia DR3 2076487533659553024,,field,binary,NEW,below AGB,0.262873,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_104.png,https://drive.google.com/file/d/1zVbtxm_IJslclRDnYHIbUGJzE8eYzBWJ/view?usp=sharing,https://drive.google.com/file/d/1vD8dyYs9JlXeRGD_fkclrKJf-Y-J3NB8/view?usp=sharing,19 40 56.91 +40 12 32.76,295.2371353,40.20910002,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.23713530000003%2040.20910002,3.804118339,3.907279305,0.23638754,5.053737937,0.27507368,-7.419166503,0.30363786,3.2723255,1.5868891,19.411045,15.98,15.517,14.931,14.7978,0.02295321328,,,,,,,,,21.7988,0.0123,20.5049,0.0143,18.6485,0.0017,17.7978,0.0168,17.3858,0.0098,,,,,,,,,,,,,,,,,,,,,,,,nan,6250,3.5,-39.93107,2.243863,,,,,,,,,,,nan,,,,,0,0,
105,Pulsating,5112169,1sc/15lc,,KIC5112169,Gaia DR3 2076487945983698432,,field,solar-like,NEW,above HB,14.28571429,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_105.png,,,19 41 0.34 +40 13 50.99,295.2514278,40.23083118,,,,,-40.933678,0.632916,http://aladin.u-strasbg.fr/AladinLite/?target=295.2514278%2040.23083118,0.06999999998,1.807451741,0.011028449,0.5635077274,0.012039096,7.838015604,0.012234295,0.7199955,1.1930677,10.863526,9.933,9.691,9.639,null,null,,,,,,,,,11.1371,0.04,10.7212,0.182,14.2826,0.1284,,,10.7918,0.001,solar like- WTFlux,LAMOST,6283(11),3.927(18),39(4),0.155(0.009),,,,http://dr6.lamost.org/spectrum/view?obsid=162202037,,,,,,,,,,,,,F6,nan,,,,,,,,,,,,,,,nan,,,,0,0,0,
106,Rotational,5112508,3lc,,[GPG2012] X1,Gaia DR3 2076581644988572160,,field,rotating_xraybin,Gosnell12,below AGB,0.750198,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_106.png,https://drive.google.com/file/d/1FasaXNaz_fxXe7-Uu-S-wRNgteCjgFZQ/view?usp=sharing,https://drive.google.com/file/d/1Cy4esa8kiWoaNRaBizP4enE2J0ZWB3_K/view?usp=sharing,19 41 14.08 +40 14 5.6,295.3086667,40.23488889,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3086667%2040.23488889,1.332981426,6.453832684,0.020602975,9.054874391,0.022277169,32.14727005,0.026654886,2.4325018,1.4106014,15.188925,12.551,11.912,11.71,null,null,,,,,,,,,16.8856,0.0093,15.6945,0.0052,14.5557,0.0034,14.0068,0.0019,13.7609,0.0016,merged with 118,,,,,,,,,,,,,,,,,,,,,,,5195.14,,,,,,,,,,,,,,,nan,,,,0,0,0,
107,Rotational,5112512,nodata,new detection,[PGM2013] 692738,Gaia DR3 2076300135658207232,,cluster,rotating,NEW,MS,5.544625,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_107.png,https://drive.google.com/file/d/1Vk_kQca7QhsjeO22K2jp2kLtyDOzBK25/view?usp=sharing,https://drive.google.com/file/d/1nFVf-OQQICkexgWIwoUtMoMfH75mnZeY/view?usp=sharing,19 41 14.34 +40 13 17.13,295.3097384,40.22142446,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.30973839999996%2040.22142446,0.1803548482,0.3850776168,0.035802968,-2.783129741,0.03885718,-3.675457659,0.04716373,0.8899317,1.1980381,16.421625,15.46,15.059,15.16,null,null,,,,,,,,,16.8569,0.0048,16.4098,0.0021,16.2618,0.0049,16.2254,0.0039,16.163,0.0047,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,0.9869270119,0.953475782,0.9775101297,0.9869270119,0.953475782,0.9775101297,
108,Rotational,5112490,nodata,new detection,[PGM2013] 687816,Gaia DR3 2076300131350662912,,cluster,rotating,NEW,MS,7.535982,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_108.png,https://drive.google.com/file/d/17LBXqZ7o4lenrF2DeE9ppRVxxy2u-CsE/view?usp=sharing,https://drive.google.com/file/d/1b2wvBKmiiwqScRpktQKIjyZoBB0fcB-n/view?usp=sharing,19 41 13.44 +40 13 5.55,295.3060127,40.21820946,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3060127%2040.21820946,0.1326967076,0.3904334766,0.03631609,-2.857515775,0.03963709,-4.140935373,0.04361291,0.99627304,1.2109814,16.452444,15.192,14.88,14.121,null,null,,,,,,,,,16.9472,0.006,16.4456,0.0041,16.2382,0.0022,16.1725,0.0066,16.0866,0.0067,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,0.9748156117,0.9108866623,0.9561834553,0.9748156117,0.9108866623,0.9561834553,
109,Binary,,nokic,,V* V2386 Cyg,Gaia DR3 2076487739818143360,,field,contact,ST02,MS,0.2813713317,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_109-1.png,https://drive.google.com/file/d/1dkS_jkMiV8r3b6CR7Va2_PRGgCIuDN7i/view?usp=sharing,https://drive.google.com/file/d/1hL6ZTlRselu8zwUmhZjLd071cp8e7R5e/view?usp=sharing,19 41 5.84 +40 12 54.3,295.2743333,40.21508333,,0.28136943(9),2454964.71482(27),T = (0.2813694253622346 +/- 9.178273495965974e-08)*E + (2454964.714815403 +/- 0.00027007971554493754),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2743333%2040.21508333,3.554022344,-0.1213733265,0.5699145,-2.20480565,0.64477366,-3.014606948,0.6707591,1.4608002,2.1018603,20.462324,null,null,null,null,null,,,,,,,,,21.1011,0.0595,20.1663,0.054,19.5209,0.0265,19.1987,0.0256,19.0389,0.0553,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,4.79E-18,1.26E-06,2.93E-20,WUMa wtype https://ui.adsabs.harvard.edu/abs/2013AN....334..860A/abstract
110,Binary,,nokic,new detection,19 41 6.52 +40 12 41.92,Gaia DR3 2076487671098665472,,field,eclipsing,NEW,below MS,225.325,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_110.png,https://drive.google.com/file/d/1ZuIlVFXJLVLOgm0E73z7e0YFVG5kh9vq/view?usp=sharing,https://drive.google.com/file/d/1_AMLJtDMdq7bcXmN7AYWy6J3heHmLX6F/view?usp=sharing,19 41 06.52 +40 12 41.92,295.2771491,40.21164404,,225.27602919(47),2455003.738545(5),T = ( 225.27602919+/- 4.68246553e-07)*E + (2455003.73854452+/- 5.38483536e-06),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.27714910000003%2040.21164404,0.004438033951,-0.1086989725,0.23003395,-1.226549319,0.26072693,-3.227889044,0.29486507,1.0551262,1.1687087,19.595636,null,null,null,15.491,0.02378003364,,,,,,,,,20.1492,0.0231,19.6333,0.0142,19.3938,0.0214,19.281,0.0493,19.3592,0.091,Eclibin / planet,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,4.35E-39,1.01E-22,3.26E-38,
111,Rotational,5112158,nodata,new detection,GAIA DR2 2076487907323097600,Gaia DR3 2076487907323097600,,field,rotating,NEW,MS,1.265923,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_111.png,https://drive.google.com/file/d/1g07NFKytUtPcxw8rLj52FepHE2pHqcVJ/view?usp=sharing,https://drive.google.com/file/d/10X_vuIGS8SUJ38rZHEeeJfqUeCJ-kklB/view?usp=sharing,19 40 59.66 +40 12 47.04,295.2485738,40.21306791,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2485738%2040.21306791,0.7899374607,0.5702892703,0.09431819,-1.685824941,0.107365526,-4.026409004,0.11597897,1.589529,1.2981166,18.122372,16.049,14.828,15.241,null,null,,,,,,,,,19.0904,0.0168,18.1324,0.0056,17.6001,0.0067,17.3116,0.0073,17.1393,0.0119,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,5.71E-21,3.15E-14,7.71E-21,5.71E-21,3.15E-14,7.71E-21,
112,Rotational,5024046,nodata,new detection,2MASS J19410208+4011591,Gaia DR3 2076487705465511936,,field,rotating,NEW*,MS,7.257026,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_112.png,https://drive.google.com/file/d/1OB4gDq1kHtCB2LjXqxz5r7ArGpj8oIgQ/view?usp=sharing,https://drive.google.com/file/d/1Xvd0C1jCQrSUijbA7WyK2bEXJg99zRqb/view?usp=sharing,19 41 2.09 +40 11 59.16,295.258705,40.199768,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.25870499999996%2040.199768,0.1377974945,0.5339130058,0.021609733,2.738411403,0.0243393,-5.810001326,0.0260931,0.83867645,1.3130901,15.464397,14.117,13.81,13.507,null,null,15.502,0.004,-0.039,0.007,0.537,0.005,15.64,0.75,15.7783,0.0107,15.4484,0.0077,15.3126,0.0031,15.2211,0.0067,15.2285,0.0073,,,,,,,,,,,,,,,,,,,,,45006,45006,,nan,,,,,19.91,0.75,,,19.91,0.75,19.91,1,,,0.545626576,0,0,0,0,0,0,
113,Binary,5023833,nodata,new detection,GAIA DR2 2076487495009192064,Gaia DR3 2076487495009192064,,field,active-eclipsing,NEW,below MS,1.576541,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_113.png,https://drive.google.com/file/d/1qYyXV8egcQOdrlwBRBfYO8TJxOegqe02/view?usp=sharing,https://drive.google.com/file/d/183mVKXROD17J821NLsT69yqyFxyTNx8n/view?usp=sharing,19 40 53.08 +40 11 31.16,295.2211634,40.19198891,,1.5995032(46),2454965.0930(26),T = (1.5995032638161921 +/- 4.6376579796187235e-06)*E + (2454965.0930008106 +/- 0.00258175688654931),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.22116339999997%2040.19198891,0.6343000277,-0.1331924732,0.17983174,-2.289401706,0.19273509,-5.969779271,0.24352926,1.0830803,1.1475916,19.172998,null,null,null,14.4674,0.02234323164,19.511,0.016,0.453,0.127,0.792,0.032,,,19.8569,0.0173,19.2382,0.0112,18.9974,0.0156,18.8072,0.026,18.8152,0.0229,harmonics/ algol,,,,,,,,,,,,,,,,,,,,,,,6049.713,,,,,,,,,,,,,,,nan,,,,2.73E-51,9.64E-31,3.37E-50,
114,Binary,5023832,nodata,,V* V2383 Cyg,Gaia DR3 2076487495000121216,,field,active-eclipsing_RSCVn_st02,ST02,MS,0.357124,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_114.png,https://drive.google.com/file/d/1xXj1qIl0SBsdMPdjt52Go8b0rk_fQj4p/view?usp=sharing,https://drive.google.com/file/d/1RlKGKKC1QVTKCBPW7H8c1lfZVm5RzJlT/view?usp=sharing,19 40 53.05 +40 11 17.50,295.2210417,40.18819444,,0.357122835(39),2454964.69840(9),T = (0.35712283457674465 +/- 3.9158967372710034e-08)*E + (2454964.698399967 +/- 9.054830834425039e-05),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2210417%2040.18819444,2.800147848,0.1123636111,0.22307494,-1.810360247,0.24473345,-5.226347624,0.28546694,1.8312054,1.309618,19.522795,null,null,null,14.4867,0.01445856148,20.129,0.028,,,1.417,0.077,,,20.5951,0.0312,19.5162,0.0126,18.961,0.0153,18.7029,0.0365,18.5486,0.0501,harmonics/ algol,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,3.11E-27,,2.02E-30,3.11E-27,1.27E-30,
115,Binary,5023779,nodata,new detection,GAIA DR2 2076487464939938816,Gaia DR3 2076487464939938816,,field,binary,NEW,MS,0.1963319989,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_115.png,https://drive.google.com/file/d/1hirQPnjxe4R8k18qxPuj4LsS3T7PePZi/view?usp=sharing,https://drive.google.com/file/d/1668lqr3w9GtwPs1g0ZjggGXZNsmY3vh2/view?usp=sharing,19 40 50.3 +40 11 34.39,295.209596,40.19288551,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.209596%2040.19288551,5.093413226,0.08514718973,0.07492503,-2.633842112,0.08077119,-3.127093062,0.09080974,0.88744736,1.2076093,17.825592,16.535,16.357,16.818,14.3058,0.01581455026,18.072,0.006,0.015,0.026,0.595,0.01,,,18.2234,0.0087,17.8302,0.0077,17.6647,0.0052,17.6232,0.0119,17.5712,0.0124,signal from near by star,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,2.7,0.44,0.8563245358,,0.001282537123,,9.51E-08,0.001282537123,8.64E-08,WUMa wtype 
117,Rotational,5112566,nodata,new detection,[PGM2013] 693970,Gaia DR3 2076393972102236800,,cluster,rotating,NEW,MS,11.065895,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_117.png,https://drive.google.com/file/d/1HkLXWzGyWbFOlf_kZkvtvvkRQTcvzr0V/view?usp=sharing,https://drive.google.com/file/d/1jPGqD163gZQvZLxRwTNgdVsHJmw5AcGw/view?usp=sharing,19 41 16.39 +40 13 19.83,295.3182871,40.22217497,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3182871%2040.22217497,0.09036774703,0.4344231951,0.07526676,-2.816708125,0.08476317,-3.651362945,0.09058877,1.1942959,1.1887181,17.832073,16.314,16.183,15.974,15.9591,0.02534324368,18.243,0.006,0.622,0.054,0.98,0.013,,,18.5201,0.0163,17.8253,0.0059,17.5611,0.0163,17.506,0.0142,17.3738,0.0132,,,,,,,,,,,,,,,,,,,,,,,,4989.1377,,,,,,,,,,,,,3.26,0.36,0.8477996593,0.970138313,0.9541097191,0.9545631206,0.970138313,0.9541097191,0.9545631206,
118,Rotational,,nokic,new detection,GAIA DR2 2076487808537778688,Gaia DR3 2076487808537778688,,cluster,rotating,NEW,MS,0.975146,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_118.png,https://drive.google.com/file/d/1llwqmbH4HwzH5cczYfThQ6iB3CG0rsYF/view?usp=sharing,https://drive.google.com/file/d/18Z8nmcGj46ZRNYl4mXjSOBvl2ukVElNm/view?usp=sharing,19 41 13.32 +40 13 55.9,295.3054801,40.23219474,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.30548010000007%2040.23219474,1.025487465,0.3880923338,0.18284915,-2.805413558,0.21011902,-3.722889788,0.23591624,1.6042423,1.277044,19.235622,null,null,null,null,null,,,,,,,,,20.2824,0,19.1798,0.019,18.7401,0.017,18.4364,0.0017,18.1488,0.038,Overlaps with 106,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,0.9901944509,0.9655100272,0.9846211908,0.9901944509,0.9655100272,0.9846211908,
119,Rotational,5112438,15lc,,KIC 5112438,Gaia DR3 2076487808546982784,,field,semi-regular?,Debosscher11,AGB,15.60062402,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_119.png,,,19 41 11.82 +40 13 32.86,295.2992506,40.22579564,,,,,-38.57055,0.3196204,http://aladin.u-strasbg.fr/AladinLite/?target=295.2992506%2040.22579564,0.0641,0.3892661323,0.020773808,-5.124269727,0.023971913,-3.626470565,0.023272054,2.296959,1.3861474,10.602007,7.878,7.007,6.751,null,null,,,,,,,,,15.2606,0.0027,11.0079,0.001,13.0703,0.0999,9.1748,0.0184,13.8633,0.0746,solar like,APOGEE,3715(69),0.94(8),-38.40(34),-0.400(29),,,http://skyserver.sdss.org/dr13/en/tools/explore/summary.aspx?apid=2M19411184+4013301,,,,,,,,,,,,1005,1005,,nan,4000,3,-37.58445,0.57326686,-38.3,0.19,,,,,-38.3,0.19,,,0.7619569804,4.22E-62,2.36E-49,3.69E-60,4.22E-62,2.36E-49,3.69E-60,
120,Rotational,5023750,nodata,new detection,GAIA DR2 2076487357561147264,Gaia DR3 2076487357561147264,,field,rotating,NEW,below MS,7.273099,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_120.png,https://drive.google.com/file/d/1uhnv_E6-pmVLo0MLqQYk_574qdraw5u2/view?usp=sharing,https://drive.google.com/file/d/1o5eBLw5Hd8FYd9q5VH5VU1e6VrRyRvVW/view?usp=sharing,19 40 48.71 +40 10 18.57,295.2029559,40.17182567,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2029559%2040.17182567,0.1374929724,0.3695639606,0.13370717,-2.279261362,0.14746258,-4.851472728,0.16765657,1.1432667,1.1768944,18.786362,null,null,null,14.1695,0.02102189335,19.181,0.013,0.495,0.112,0.918,0.026,,,19.4048,0.0093,18.7648,0.0074,18.5173,0.0061,18.3825,0.0192,18.305,0.009,,,,,,,,,,,,,,,,,,,,,,,,nan,4500,3,1.4150857,0.8933643,,,,,,,,,,,nan,4.51E-13,2.63E-11,3.79E-13,4.51E-13,2.63E-11,3.79E-13,
121,Rotational,5112483,14lc,,Cl* NGC 6819 P 13,Gaia DR3 2076300135658196864,,field,rotating,Heinze18,RGB,62.847931,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_121.png,https://drive.google.com/file/d/18H0SXfixhNY4DpON-IJQpUKm_q6iMnur/view?usp=sharing,https://drive.google.com/file/d/1fPDXYsevidiypsmoLSwRW3ua6qepAJW9/view?usp=sharing,19 41 13.28 +40 12 49.65,295.3053344,40.21379039,,,,,1.6084846,0.5886913,http://aladin.u-strasbg.fr/AladinLite/?target=295.30533439999994%2040.21379039,0.01591142276,0.3715675222,0.0136405025,-3.432998425,0.015952446,-3.706127496,0.017427793,1.6741619,1.2832322,11.400549,9.263,8.583,8.365,null,null,,,,,,,11.9,1.67,12.34,,11.293,,10.852,,10.597,,10.43,,long var nova,,,,,,,,,,,,,,,,,,,,4003,4003,,nan,5000,2.5,3.0812702,0.6226399,6.52,0.36,,,6.52,0.36,6.52,0.36,2.87,0.19,0.7948750122,0.062750875,0.05546618912,0.0254631127,0.062750875,0.05546618912,0.0254631127,
122,Pulsating,5112373,15lc,,KIC5112373,Gaia DR3 2076487838597288320,,cluster,solar-like,Elsworth17,RC,0.2799316967,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_122.png,,,19 41 8.53 +40 13 31.53,295.2855447,40.22542368,,,,,2.147544,0.68330795,http://aladin.u-strasbg.fr/AladinLite/?target=295.28554469999995%2040.22542368,3.5723,0.3736286534,0.008986834,-2.85773449,0.0109822005,-3.973154515,0.010293287,1.3688984,1.2506797,12.755328,10.99,10.393,10.312,15.6362,0.02401853451,,,,,,,,,13.463,,12.67,,12.35,,12.173,,12.1279,0.003,solar like,APOGEE,4821(92),2.73	(11),2.29(51),0.200(28),,,http://skyserver.sdss.org/dr12/en/tools/explore/summary.aspx?apid=2M19410858+4013299,http://dr6.lamost.org/spectrum/view?obsid=579808029,,,,,,,,,,,5005,5005,G5,nan,,,,,2,0.21,1.5,0.7,,,2,0.21,3.06,0.3,0.7948750122,0.9923343324,0.9703372781,0.9877602979,0.9923343324,0.9703372781,0.9877602979,
123,Rotational,5024079,14lc,,KIC5024079,Gaia DR3 2076487636746036736,,field,rotating,Reinhold13,RGB,20,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_123.png,,,19 41 3.23 +40 11 45.48,295.2634636,40.19596733,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2634636%2040.19596733,0.05,1.781246298,0.019052386,-4.502576845,0.021094657,-14.12965736,0.023462556,1.2483301,1.2346474,15.151822,13.65,13.126,13.088,15.2412,0.01553479964,,,,,,,,,15.8751,0.0045,15.1259,0.0055,14.8435,0.002,14.7196,0.0035,14.6432,0.0033,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,0,0,0,
124,Binary,5023901,nodata,new detection,[PGM2013] 633682,Gaia DR3 2076487293141296640,,field,eclipsing,NEW,below MS,318.733,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_124.png,https://drive.google.com/file/d/19CDEYcTe_bRw4wD1CKz2Xemk7AX00aAq/view?usp=sharing,https://drive.google.com/file/d/1YBPJPiSWYAU1rW_5ZXONi-XnhEhkdedH/view?usp=sharing,19 40 56.16 +40 11 03.25,295.2340119,40.18423704,,318.7285(20),2455009.7943(50),T = (318.7284679999999 +/- 0.0020422213820467166)*E + (2455009.7942854 +/- 0.005002400327815918),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2340119%2040.18423704,0.003137422231,-0.06276429344,0.23401137,-2.857318561,0.2474087,-4.371253937,0.30976385,0.90198135,1.1645074,19.556774,16.232,15.777,15.431,14.7119,0.0402971463,,,,,,,,,19.9357,0.0091,19.5831,0.0485,19.4485,0.0224,19.5537,0.0043,,,Eclibin / planet,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,1.05E-11,0.4106312102,9.63E-12,
125,Rotational,5112431,nodata,new detection,GAIA DR2 2076300101298445184,Gaia DR3 2076300101298445184,,cluster,rotating,NEW,MS,5.294324,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_125.png,https://drive.google.com/file/d/1AUo-z6tDgwQaDPIi11B4OeJz-oIPvHCw/view?usp=sharing,https://drive.google.com/file/d/1MVtJ17Erdu6uWf_V4OTALUt9kpwHI4Nr/view?usp=sharing,19 41 11.73 +40 12 28.11,295.2988737,40.20780937,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2988737%2040.20780937,0.1888815267,0.3963659559,0.042295333,-2.817381353,0.04659681,-3.735261205,0.05514686,0.9876194,1.2117908,16.739418,15.436,15.217,15.018,null,null,,,,,,,,,17.207,0.0079,16.7258,0.0087,16.517,6.00E-04,16.4547,0.0055,16.3787,0.0066,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,0.9911379444,0.9698151608,0.985041127,0.9911379444,0.9698151608,0.985041127,
126,Rotational,5112228,14lc,,2MASS J19410245+4012517,Gaia DR3 2076487739825262976,,field,rotating,NEW,MSTO,21.083816,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_126.png,https://drive.google.com/file/d/1zr2esGABERuDHRCJSYa4zDKSRrtCWPmO/view?usp=sharing,https://drive.google.com/file/d/1n7Gx0WE7dn2oUXGkIpFYOEr7cwlnj777/view?usp=sharing,19 41 2.46 +40 12 51.69,295.2602544,40.21435855,,,,,-5.44488,3.1135795,http://aladin.u-strasbg.fr/AladinLite/?target=295.26025439999995%2040.21435855,0.04742974422,1.649917741,0.01292183,-5.668905449,0.015173779,-13.04104995,0.01514813,0.91882896,1.206424,14.138264,12.98,12.626,12.562,null,null,14.365,0.002,0.254,0.005,0.719,0.003,14.33,0.82,14.5952,0.0026,14.1456,0.0087,13.9825,0.0021,13.9275,5.00E-04,13.8841,0.0042,Long variation,LAMOST,5653(133),4.67(0.22),-3(6),-0.018(0.127),,,,http://dr6.lamost.org/spectrum/view?obsid=373108029,,,,,,,,,,,9007,9007,G4,nan,,,,,-2.33,0.41,,,-2.33,0.41,-2.33,0.41,,,0.9237958271,,,,0,0,0,
