ID,TENTATIVE_TYPE,KIC,KIC_STATUS,NEW DETECTION,NAME,GAIA_ID,LITERATURE,MEMBER,VAR,VAR_REF,CMD,PERIOD,Q_PHASED,PHASED_LC,FT,COORDINATES,RA,DEC,DIST,Peph,Teph,EPH,GAIA_DR3_RV,GAIA_DR3_RV_ERR,LINK,FREQUENCY,PLX,PLXERR,PMRA,PMRAERR,PMDEC,PMDECERR,BP_RP,BPRP_EXCESS,GMAG,J_M,H_M,K_M,I_ROSVIK,IERR_ROSVIK,Vmag,e_Vmag,U_B,e_U_B,B_V,e_B_V,V_Milliman,VI_Miliiman,g,gerr,r,rerr,i,ierr,z,zerr,y,yerr,NOTES,USED_SPEC,Teff,logg,Rv,Fe/H,PETERS fits,NOT,APOGEE,LAMOST6_id,HECTOSPEC,APO35,XT_Teff,XT_Tefferr,XT_logg,XT_loggerr,XT_Rv,XT_Rverr,[M/H],XT_class,WOCS_XXIV,WOCS_LX,CLASS,TEFF,DR2_TEFF,DR2_LOGG,DR2_RV,DR2_RVERR,RV_HOLE,RV_HOLE_ER,RV_LEE,RV_LEE_ER,RV_PLASTIAS,RV_PLASTIAS_ER,RV_MILLIMAN,RV_MILLIMAN_ER,RV_GAO,RV_GAO_ER,RV_PROB,P5D-PM-POS-PLX,P4D-PM-POS,P3D-PM-PLX,P5D_nf,P4D_nf,P3D_nf,REF
280,Rotational,5200342,nodata,new detection,GAIA DR2 2076582362237425920,Gaia DR3 2076582362237425920,,field,rotating,NEW,below MS,5.835281,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_280.png,https://drive.google.com/file/d/1tk4CpJunCRO-OBhlFI-UAOadsRU6m50y/view?usp=sharing,https://drive.google.com/file/d/1s0o7YuvkzQ-HYRMDTryZPbfGHl_zNAtF/view?usp=sharing,19 41 33.48 +40 19 40.06,295.3894833,40.32779366,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3894833%2040.32779366,0.171371353,0.1106924805,0.12989323,-2.405015115,0.15126003,-3.47472333,0.16240463,1.1121655,1.249362,18.743376,null,null,null,null,null,18.985,0.012,0.457,0.086,0.799,0.022,,,19.2726,0.0076,18.7284,0.0097,18.4851,0.016,18.3318,0.006,18.2287,0.0155,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,7.61,0.11,,,7.61,0.11,7.61,0.11,,,0.7760872244,,0.01135799137,,4.67E-06,0.01135799137,5.65E-06,
282,Rotational,5200038,11lc,,KIC5200038,Gaia DR3 2076582465319431296,,field,rotating,NEW,MS,2.631578947,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_282.png,,,19 41 18.56 +40 19 1.65,295.3273461,40.31712538,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3273461%2040.31712538,0.3800000001,0.5236342295,0.01990456,-0.6974397025,0.022345092,-4.260584818,0.02390495,0.7737045,1.1985282,15.1536,14.21,13.942,13.939,null,null,,,,,,,,,15.5005,0.0028,15.1677,0.0021,15.0556,0.0021,15.0291,0.0013,14.9929,0.0045,,,,,,,,,,,,,,,,,,,,,28015,28015,,nan,6000,3.5,-68.56302,3.3960814,,,,,,,,,,,nan,1.27E-65,7.68E-50,2.12E-63,1.27E-65,7.68E-50,2.12E-63,
287,Pulsating,5200392,nodata,new detection,[HGM2009b] WOCS 027017,Gaia DR3 2076394693656870400,,field,solar-like,NEW,below RGB,52.54087,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_287.png,https://drive.google.com/file/d/1pGPKFyI0P-LK68VZxuj8bGHso_sM4NpF/view?usp=sharing,https://drive.google.com/file/d/1E1nwZ0n0tFwigshhFeqPlVsimofw5IT3/view?usp=sharing,19 41 35.85 +40 19 9.21,295.3993685,40.31922482,,,,,-66.38146,2.6052234,http://aladin.u-strasbg.fr/AladinLite/?target=295.3993685%2040.31922482,0.01903280246,0.05601699508,0.018074697,-1.902637778,0.021916175,-3.655926748,0.020778334,1.6334019,1.2831191,14.772185,12.707,11.959,11.801,null,null,15.225,0.004,1.414,0.02,1.426,0.005,15.27,1.51,15.8604,0.0084,14.7959,0.0023,14.3197,0.0025,14.0745,0.0036,13.9095,0.0033,,,,,,,,,,,,,,,,,,,,,,27017,,nan,,,,,4.91,0.68,,,,,4.91,0.68,,,nan,7.28E-18,2.35E-09,3.10E-16,7.28E-18,2.35E-09,3.10E-16,
288,Binary,5200325,nodata,new detection,GAIA DR2 2076394659297112320,Gaia DR3 2076394659289386880,,?_field_plastias13,eclipsing,NEW,MS,5.315275,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_288.png,https://drive.google.com/file/d/1FMpRTemGTMJHDFia1ZPn38-6tHrCb9Iz/view?usp=sharing,https://drive.google.com/file/d/1kuNBYCOCMzzVF6yqftTPPWqPWi5Ree6j/view?usp=sharing,19 41 32.83 +40 18 17.08,295.3867792,40.30474414,,5.3159294(28),2454969.74506(27),T = (5.315929433359948 +/- 2.819792070828689e-06)*E + (2454969.7450616825 +/- 0.0002703767445713118),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3867792%2040.30474414,0.1881370202,,,,,,,1.1026325,1.9872705,17.393229,15.461,14.898,15.104,null,null,,,,,,,,,17.4869,0.0019,16.8766,0.0041,16.6268,0.0029,16.4921,0.0035,16.4289,0.0041,eclibin,APO35,16250(460),5.45(29),?,?,16570+300-620; 5.923+0.057-0.53; He/H<0.002947,,,,,APO35,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,,,,
289,Rotational,,nokic,new detection,19 41 23.23 +40 18 31.1,,,?,rotating,NEW,?,2.295933,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_289.png,https://drive.google.com/file/d/1VXB6yClxp-D7u6r_c7HUknjMvRUEnzAe/view?usp=sharing,https://drive.google.com/file/d/1dZ0C0CFFipEzklIAM0lWh7ikfUzXuNK2/view?usp=sharing,19 41 23.23 +40 18 31.1,295.346771,40.30863971,,,,,,,http://aladin.u-strasbg.fr/AladinLite/?target=295.346771%2040.30863971,0.4355527796,,,,,,,,,,null,null,null,null,null,,,,,,,,,,,21.9264,0.094,21.1159,0.0795,20.8902,0.0317,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,-68.61,0.12,,,-68.61,0.12,-68.61,0.12,,,0.2368883878,,,,,,,
290,Rotational,,nokic,new detection,GAIA DR2 2076582259160998400,Gaia DR3 2076582259160998400,,field,rotating,NEW,below MS,4.872113,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_290.png,https://drive.google.com/file/d/1RecHbeXoqZhZO3Sn9I-u3toIUrYSYGbZ/view?usp=sharing,https://drive.google.com/file/d/1_LWZ4mcO0U3jPwJmmuxLWM2cOe9X1il0/view?usp=sharing,19 41 22.07 +40 17 53.52,295.3419665,40.29819907,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3419665%2040.29819907,0.2052497551,0.7099435136,0.34482595,-3.330890211,0.3970532,-2.504419811,0.41552195,1.0943718,1.2322556,19.984858,null,null,null,null,null,20.348,0.033,,,0.666,0.061,,,20.6077,0.0344,19.9729,0.0167,19.7656,0.0141,19.6833,0.0526,19.4969,0.1112,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,3.84E-27,2.78E-15,2.47E-25,3.84E-27,2.78E-15,2.47E-25,
293,Rotational,5112553,15lc,,KIC 5112553,Gaia DR3 2076582057294883200,,field,rotating,Balona13,HB,5.242683835,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_293.png,,,19 41 16.09 +40 17 25.83,295.3170543,40.2905085,,,,,-30.217062,2.729275,http://aladin.u-strasbg.fr/AladinLite/?target=295.3170543%2040.2905085,0.190742,2.383692537,0.02998741,2.750698036,0.041660354,0.4424110829,0.031414647,0.87669945,2.0633385,13.054663,11.186,10.857,10.771,null,null,,,,,,,,,12.887,,12.432,,12.243,,12.152,,12.2913,0.0609,,LAMOST,5812(27),4.595(44),-35(4),0.135(0.025),,,,http://dr6.lamost.org/spectrum/view?obsid=579809002,,,,,,,,,,,,3012,G3,nan,4500,3,1.5978163,3.3803713,,,,,,,,,1.52,0.28,0.8736738698,,,,0,0,0,
294,Pulsating,5200367,nodata,new detection,2MASS J19413489+4019395,Gaia DR3 2076582362237411712,,field,solar-like,NEW,RGB,0.165677,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_294.png,https://drive.google.com/file/d/1b66mVEs7CtqODrEQ9gV4RTMbKGJN0fkH/view?usp=sharing,https://drive.google.com/file/d/1nao2zpqxKmNt5mxogZ9Un4xxXEUDMypI/view?usp=sharing,19 41 34.89 +40 19 39.59,295.395373,40.32766475,,,,,-2.2759442,2.0914161,http://aladin.u-strasbg.fr/AladinLite/?target=295.395373%2040.32766475,6.035840823,0.4744024517,0.009596458,-2.786050104,0.01114664,-10.9669301,0.011434211,1.474452,1.2602994,13.062588,11.166,10.573,10.441,null,null,13.434,0.001,1.373,0.006,1.328,0.002,13.49,1.37,13.999,0.0014,13.0671,0.001,13.168,,12.663,,12.3611,0.0028,,,,,,,,,,,,,,,,,,,,,4018,4018,,nan,,,,,,,,,,,,,,,nan,0,0,0,0,0,0,
296,Binary,,nokic,new detection,19 41 20.77 +40 17 18.77,,,?,binary,NEW,?,0.882379,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_296.png,https://drive.google.com/file/d/1XZ4F1l-plBoPN3pOWgW4vD_ulHpqMVDm/view?usp=sharing,https://drive.google.com/file/d/1eejhTkjl-N9uwjNx0hMxyHFvOdXiO3U4/view?usp=sharing,19 41 20.77 +40 17 18.77,295.3365294,40.28854587,,,,,,,http://aladin.u-strasbg.fr/AladinLite/?target=295.33652939999996%2040.28854587,1.133299863,,,,,,,,,,null,null,null,null,null,,,,,,,,,,,,,20.8613,0.0646,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,-27.47,0.12,,,0.9248062646,,,,,,,
297,Rotational,,nokic,new detection,GAIA DR2 2076581851136420608,Gaia DR3 2076581851136420608,,cluster,rotating,NEW,below MS,0.207399,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_297.png,https://drive.google.com/file/d/1IPYchzAh9Qu2b36hkJ2Tcp8lUUynX6bz/view?usp=sharing,https://drive.google.com/file/d/1kIvgH7l3sWgoHZGMe8nT0N6FhOPfx7Xu/view?usp=sharing,19 41 17.07 +40 16 19.4,295.3211225,40.27205595,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3211225%2040.27205595,4.821624019,-0.6958471271,0.5730824,-2.916876572,0.6671184,-3.83943541,0.6602342,1.0273399,1.0011812,20.412462,null,null,null,null,null,,,,,,,,,21.1907,0.0448,20.494,0.0195,20.39,0.1611,20.3921,0.0296,19.9597,0.0564,spreaded around,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,-1.93,1.48,,,-1.93,1.48,-1.96,1.4,,,0.9194466851,,,,4.53E-62,0.9615441092,6.64E-63,
298,Pulsating,5112421,nodata,new detection,NGC 6819 15,Gaia DR3 2076581919866487808,,field,solar-like,NEW,below RGB,2.16467,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_298.png,https://drive.google.com/file/d/1HtFYpFY21r_E9LwyJEgBtGKmfdAuNEBV/view?usp=sharing,https://drive.google.com/file/d/1Q3jGgnRShFFU9bFef1tcI7SU_-zDXhAJ/view?usp=sharing,19 41 10.94 +40 15 49.55,295.2955731,40.26376427,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2955731%2040.26376427,0.4619641793,0.006620622649,0.021884989,-1.813760903,0.02410224,-2.812990271,0.026151767,1.5125065,1.26949,15.505134,13.565,12.886,12.726,17.8687,0.07432798934,15.938,0.005,0.962,0.023,1.314,0.007,,,16.4389,0.0034,15.5191,0.0022,15.1195,0.0031,14.8765,9.00E-04,14.7321,0.0026,solar like,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,2.58E-17,,3.20E-23,2.58E-17,1.06E-22,
299,Rotational,,nokic,new detection,GAIA DR2 2076581919858187136,Gaia DR3 2076581919858187136,,?,rotating,NEW,MS,7.412651,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_299.png,https://drive.google.com/file/d/1xo2AvSJYBl81ee-HDGIEVSj5-tvSBwJ8/view?usp=sharing,https://drive.google.com/file/d/1VTgyxahT92Qijx-KeZNGXAoWJ6sgx-Q4/view?usp=sharing,19 41 10.49 +40 15 54.65,295.2937002,40.26518068,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.2937002%2040.26518068,0.1349045031,,,,,,,2.8988304,1.7654803,20.922577,null,null,null,null,null,,,,,,,,,,,,,19.989,0.0508,19.4421,0.0301,17.7379,0,Crap,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,,,,
300,Rotational,5200463,nodata,new detection,GAIA DR2 2076396166816178176,Gaia DR3 2076396166816178176,,field,rotating,NEW,MS,0.756332,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_300.png,https://drive.google.com/file/d/1dEA9f6bMqBiWTyPAp2KiqiCG2Qh2_Nmt/view?usp=sharing,https://drive.google.com/file/d/16nAp1bhwJ2rsTO1XVpyW4o6-leqF_EeA/view?usp=sharing,19 41 39.08 +40 19 16.39,295.4128373,40.32121989,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.41283730000004%2040.32121989,1.322170687,0.5206988169,0.22265474,-3.841080122,0.26143315,-6.369129765,0.27242854,2.0913143,1.389851,19.301373,null,null,null,null,null,20.041,0.028,,,1.463,0.074,,,20.6588,0.0253,19.4474,0.0127,18.6947,0.0085,18.275,0.0193,18.0676,0.0245,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,5.08E-64,1.67E-52,4.30E-60,5.08E-64,1.67E-52,4.30E-60,
302,Pulsating,5200143,nodata,new detection,[PGM2013] 814465,Gaia DR3 2076582263463928064,,field,solar-like,NEW,below RGB,0.176269,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_302.png,https://drive.google.com/file/d/1t6MrZmqe6R15fO0XnM3yu7RFFNUMuqCp/view?usp=sharing,https://drive.google.com/file/d/1d3ZdMaCBgrWxTr9yYC2c6Z4_Z4bhi0ok/view?usp=sharing,19 41 23.37 +40 18 12.92,295.3473895,40.30358793,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3473895%2040.30358793,5.673147292,0.140841416,0.023793722,-1.451972982,0.029090585,-4.056996514,0.02852163,1.4518385,1.2620897,15.563721,13.679,13.102,12.959,null,null,,,,,,,,,16.4557,0.0053,15.5649,0.0034,15.186,0.0012,14.9798,0.0028,14.8456,0.0033,solar like,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,8.62E-29,8.63E-21,3.10E-27,8.62E-29,8.63E-21,3.10E-27,
303,Rotational,5200422,14lc,,KIC5200422,Gaia DR3 2076396171125625984,,cluster,rotating,Burke15,MSTO,5.193186539,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_303.png,,,19 41 37.1 +40 19 19.92,295.4046005,40.32220073,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.4046005%2040.32220073,0.19256,0.3803315122,0.018231349,-2.848167947,0.021823335,-3.817604037,0.022245161,0.8204031,1.2003562,14.949496,13.915,13.559,13.565,null,null,15.944,0.005,1.124,0.024,1.228,0.007,,,15.3344,0.0021,14.954,0.0023,14.8351,0.0022,14.8003,0.0034,14.7549,0.0073,,,,,,,,,,,,,,,,,,,,,23017,23017,,nan,5000,3.5,-3.6002033,0.7400168,,,,,,,,,,,nan,0.9850458697,0.9546195413,0.9904295484,0.9850458697,0.9546195413,0.9904295484,
306,Pulsators,5200521,1sc/15lc,,KIC 5200521,Gaia DR3 2076395896247722496,not published,field,delta-scuti,Balona13,HB,0.1609010459,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_306.png,,,19 41 42.2 +40 18 17.91,295.4258163,40.30497409,,,,,-4.2252026,0.3726428,http://aladin.u-strasbg.fr/AladinLite/?target=295.4258163%2040.30497409,6.215,0.5564622051,0.017685443,0.24837148,0.020044832,-2.065243917,0.020810736,1.0172815,1.2185863,11.18224,9.799,9.374,9.27,null,null,,,,,,,11.25,0.91,12.2526,0.001,11.6208,,10.9299,0.0287,10.72,0.0681,10.8248,0.001,no contamination,LAMOST,5810(32),3.535(53),-10(6),0.276(0.030),,,,http://dr6.lamost.org/spectrum/view?obsid=52909008,,,,,,,,,,,2017,2017,UNKNOWN,nan,,,,,,,,,,,,,,,nan,7.63E-147,6.55E-113,3.32E-140,7.63E-147,6.55E-113,3.32E-140,
307,Binary,5200435,nodata,new detection,GAIA DR2 2076394620627810432,Gaia DR3 2076394620627810432,,field,binary,NEW,below AGB,0.639775,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_307.png,https://drive.google.com/file/d/1xmkdoeU2czeEnu2-3oZYLgm08YNJWOzL/view?usp=sharing,https://drive.google.com/file/d/1taGXUHNBb36kHb7pV2hJrBFYDCWfwQ0K/view?usp=sharing,19 41 37.93 +40 18 2.54,295.408033,40.30070563,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.408033%2040.30070563,1.56304951,1.277156959,0.1194821,-2.776505386,0.130879,-5.151962964,0.15217549,2.3121624,1.380641,18.504557,15.853,15.263,14.955,null,null,19.559,0.018,,,1.699,0.057,,,20.2471,0.0267,18.8856,0.002,17.8463,0.005,17.3903,0.0058,17.1513,0.0082,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,nan,,,,3.62E-56,4.15E-10,1.91E-54,
308,Binary,,nokic,,Cl* NGC 6819 SHLP 22431,Gaia DR3 2076394590569930240,,field,eclipsing,ST05,MS,0.890735,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_308.png,https://drive.google.com/file/d/1oPYWzesjah4xogimIj8MCLhNtK_8L4gT/view?usp=sharing,https://drive.google.com/file/d/1JzrL8kSD26qem4fdnNA0cv2p0vrXCZ8t/view?usp=sharing,19 41 37.91 +40 17 17.30,295.4079583,40.28813889,,0.8907258(10),2454965.42331(9),T = (0.8907257905964397 +/- 9.991274956109357e-08)*E + (2454965.4233090077 +/- 9.130486042833154e-05),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.4079583%2040.28813889,1.122668358,-0.4194578018,0.38708425,-2.594670413,0.44128647,-4.027474146,0.47733697,2.257988,1.3316382,20.063515,null,null,null,null,null,,,,,,,,,21.6851,0.0739,20.408,0.0184,19.4183,0.0161,19.0255,0.0465,18.7751,0.0372,,,,,,,,,,,,,,,,,,,,,,,,nan,4250,1.5,2.5631602,0.19299252,2.49,0.34,3.6,1.1,,,2.49,0.34,,,nan,,,,4.55E-33,0.5711266327,1.74E-34,
309,Pulsating,5113061,15lc,,KIC 5113061,Gaia DR3 2076394659297111552,,cluster,solar-like,Elsworth17,RGB,2.173913043,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_309.png,,,19 41 34.35 +40 17 49.11,295.3931393,40.29697559,,,,,2.557951,0.18439923,http://aladin.u-strasbg.fr/AladinLite/?target=295.39313930000003%2040.29697559,0.4600000001,0.3460563926,0.010863705,-2.750051695,0.012442652,-3.962137477,0.012817332,1.7178774,1.2899778,11.088031,8.942,8.196,7.991,null,null,,,,,,,,,12.427,,11.262,,10.718,,10.371,,10.175,,solar like,APOGEE,4221(92),1.67(11),2.56(11),0.100(26),,,http://skyserver.sdss.org/dr12/en/tools/explore/summary.aspx?apid=2M19413439+4017482,http://dr6.lamost.org/spectrum/view?obsid=367802187,,,,,,,,,,,1014,1014,K4,nan,,,,,-4.63,0.31,,,-4.63,0.31,-4.63,0.31,,,0.9483886199,0.9769027058,0.9222642249,0.9764852744,0.9769027058,0.9222642249,0.9764852744,
310,Binary,5112901,nodata,new detection,GAIA DR2 2076394517548400896,Gaia DR3 2076394517548400896,,field,binary,NEW,below AGB,0.691073,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_310.png,https://drive.google.com/file/d/1M0RK_02Q1Xsr_jjoU57dSD3PaJ_irShs/view?usp=sharing,https://drive.google.com/file/d/1Qxx0PHWKe4l_ljNhJaG8TjPQlgwBYY-5/view?usp=sharing,19 41 27.99 +40 16 13.7,295.3666402,40.270471,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.36664019999995%2040.270471,1.447025133,3.035451468,0.20699911,1.698717214,0.22203192,-18.62953522,0.2574551,3.0387516,1.4752368,19.290771,16.182,15.575,15.285,null,null,,,,,,,,,21.668,0.0671,20.313,0.0149,18.6063,0.008,17.8667,0.0058,17.4669,0.0054,,,,,,,,,,,,,,,,,,,,,,,,nan,4750,2.5,3.8025835,2.2223716,,,,,,,,,,,nan,,,,0,0,0,
311,Pulsating,5112744,15lc,,KIC 5112744,Gaia DR3 2076581816787312896,,cluster,solar-like,Hanberg17,RGB,0.2898550725,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_311.png,,,19 41 22.23 +40 16 45.11,295.3426212,40.27919611,,,,,2.8891978,0.39097235,http://aladin.u-strasbg.fr/AladinLite/?target=295.3426212%2040.27919611,3.45,0.401623502,0.012254652,-2.894495417,0.012931126,-3.897114981,0.014069529,1.4231529,1.2563303,12.889519,11.024,10.426,10.312,null,null,13.274,0.001,1.118,0.005,1.235,0.002,13.28,1.39,13.7714,0.001,12.9168,0.001,12.5411,0.001,12.3386,0.001,12.2104,0.0015,,APOGEE,4691(92),2.63(11),2.7996(89),0.100(28),,,http://skyserver.sdss.org/dr12/en/tools/explore/summary.aspx?apid=2M19412222+4016442,,,,,,,,,,,,5011,5011,,nan,,,,,,,,,,,,,,,nan,0.991815199,0.9726573678,0.9909761511,0.991815199,0.9726573678,0.9909761511,
312,Rotational,5112718,nodata,new detection,GAIA DR2 2076581812488757632,Gaia DR3 2076581812488757632,,field,rotating,NEW,MS,2.04471,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_312.png,https://drive.google.com/file/d/1J8o2jl-6UvUKzEFjHiCaKMzr01m6g_B-/view?usp=sharing,https://drive.google.com/file/d/183CcRJ8gTacPY4K0W-6OfiT38ehKqqIx/view?usp=sharing,19 41 20.92 +40 16 26.66,295.3371623,40.27407139,,,,,nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3371623%2040.27407139,0.4890669092,0.2231401193,0.10617167,-0.9259568178,0.119726606,-1.64287136,0.13062403,1.5516071,1.2725035,18.446135,15.855,15.749,15.162,null,null,19.006,0.011,,,1.238,0.027,,,19.4033,0.0436,18.4899,0.0128,18.0728,0.0058,17.8569,0.005,17.6586,0.0123,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,2.41,0.17,1.1,1.7,,,2.45,0.18,,,0.8600710031,5.54E-84,1.31E-67,8.97E-80,5.54E-84,1.31E-67,8.97E-80,
313,Binary,5112708,nodata,new detection,UCAC2 45858580,Gaia DR3 2076581782427559808,,cluster,contact,NEW,MSTO,1.719494,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_313.png,https://drive.google.com/file/d/1DbwNeytRfKQSKOIQoS0kJbNK2DglMAA-/view?usp=sharing,https://drive.google.com/file/d/10MpS7MAyG0c92xQAeEV92AvcogZ_v5PH/view?usp=sharing,19 41 20.63 +40 15 39.55,295.3359387,40.26098532,,1.7195289(19),2454965.2048(9),T = (1.7195289422196411 +/- 1.919019909944556e-06)*E + (2454965.2047495437 +/- 0.0009323767036449214),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3359387%2040.26098532,0.5815664376,0.4069352028,0.017092368,-2.797617863,0.019233635,-3.761492135,0.020556755,0.8456373,1.2072781,14.914839,13.808,13.527,13.533,null,null,15.081,0.003,0.093,0.006,0.566,0.004,15.08,0.77,15.3148,0.0042,14.9265,7.00E-04,14.784,0.0051,14.7434,0.0041,14.6942,0.0034,,,,,,,,,,,,,,,,,,,,,14008,14008,,nan,,,,,,,,,,,,,,,nan,0.9866680057,0.965253268,0.9830104018,0.9866680057,0.965253268,0.9830104018,WUMa rotatingal? SB* - https://iopscience.iop.org/article/10.1088/0004-6256/148/2/38
315,Rotational,5112646,nodata,new detection,2MASS J19411896+4015178,Gaia DR3 2076581679348337152,,field,rotating,NEW,MSTO,12.581626,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_315.png,https://drive.google.com/file/d/17-PhKtJU5GQwKufUJUc20l0hjF4L2MLs/view?usp=sharing,https://drive.google.com/file/d/17_75sLf9gMkDwCUI5ezwKnWp9m134M9N/view?usp=sharing,19 41 18.96 +40 15 17.82,295.3290017,40.25495085,,,,,-27.242933,9.436116,http://aladin.u-strasbg.fr/AladinLite/?target=295.3290017%2040.25495085,0.07948098282,1.034683709,0.014538689,0.2555100188,0.016239604,-9.121206442,0.017336458,0.85413265,1.1997725,14.48439,13.433,13.126,13.068,null,null,14.671,0.002,0.14,0.005,0.643,0.003,14.65,0.76,14.9055,0.0061,14.4851,0.0029,14.3648,6.00E-04,14.321,0.0036,14.2907,0.0034,,,,,,,,,,,,,,,,,,,,,9008,9008,,nan,,,,,2.34,0.24,2.2,0.8,2.34,0.24,2.34,0.24,,,nan,,,,0,9.72E-275,0,
318,Binary,5112917,nodata,,V* V2396 Cyg,Gaia DR3 2076394521858125696,,field,contact,ST02,MS,0.293148,https://ardastella.up.krakow.pl/wp-content/uploads/sites/18/2021/05/qphase_318.png,https://drive.google.com/file/d/1Agx11AL0NOmD1-208KFmyfbh5PlBK5PI/view?usp=sharing,https://drive.google.com/file/d/1FwXsalQfF4FbDypGcaXT-Keb4D0q_pgN/view?usp=sharing,19 41 28.59 +40 16 24.68,295.3691047,40.27352286,,0.29314610(6),2454964.66198(17),T = (0.2931460955292914 +/- 5.989562516623478e-08)*E + (2454964.6619844153 +/- 0.00016911870579845874),nan,nan,http://aladin.u-strasbg.fr/AladinLite/?target=295.3691047%2040.27352286,3.411246196,0.5058646913,0.045011308,-1.031950401,0.046524744,-2.917380711,0.052069943,1.1348515,1.2325288,16.87827,15.542,15.081,14.83,null,null,17.138,0.003,0.469,0.022,0.959,0.006,,,17.5663,0.0138,16.9841,0.0018,16.5749,0.0099,16.4778,0.0244,16.3561,0.011,,HECTOSPEC,4710(10),2.78(7),-31.6(4),0.152(0.020),https://xtgrid.astroserver.org/QFTGXU_305_EG4GXK_ID318_139_V2396Cyg_ms_dat.php?ref=EG4GXK,,,,HECTOSPEC,,,,,,,,,,,,,4203.325,,,,,,,,,,,,,,,nan,8.79E-49,1.33E-37,3.52E-47,8.79E-49,1.33E-37,3.52E-47,WUMa wtype https://ui.adsabs.harvard.edu/abs/2017ARep...61...80S/abstract
